generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness
0,80,9.76008579667742e-05,0.0001319810669287018,0.00011022355062586771,6.370468803186723e-06
1,80,0.00010026541632636995,0.0001338453732281574,0.0001121841302230682,6.758598704934694e-06
2,80,9.675614933081481e-05,0.00013207685138837962,0.00011269665636940134,7.278088397803234e-06
3,80,9.821710918410597e-05,0.00013599801655053866,0.00011352302044450471,7.4229893189613954e-06
4,80,9.361363528884739e-05,0.00013052818250635533,0.00011262452207345768,7.468782960389591e-06
5,80,9.51509973496904e-05,0.00013951414983443087,0.00011294303609567246,8.57286304748488e-06
6,80,9.489313402726966e-05,0.00014421901538733237,0.00011330210954979588,7.3569409429649496e-06
7,80,9.712337026920329e-05,0.00014379210419755527,0.00011351435907944615,8.076068034570306e-06
8,80,9.487561869318226e-05,0.0001390013264341245,0.00011343925060920983,8.13662114522355e-06
9,80,0.00010023242353670195,0.00014314284855676605,0.00011361738838605649,8.761934696923387e-06
10,80,0.00010061499554706979,0.00013600302754742175,0.0001144183702775997,8.496015379658711e-06
11,80,9.849666056763988e-05,0.00013795459031767823,0.0001140963692800619,8.272598552838632e-06
12,80,0.00010009879434498453,0.00014008333113941195,0.0001154237051858243,8.291769648409784e-06
13,80,0.00010223280450749294,0.00013458081504460717,0.00011542163349877294,7.628029640087689e-06
14,80,0.00010108889490644389,0.00013522485021703166,0.00011517831325206379,7.952706672125718e-06
15,80,0.0001005792314446723,0.00013228731933362302,0.0001130607253438893,7.148198238382129e-06
16,80,9.875126052359669e-05,0.0001412799652360599,0.00011570678230142213,7.64082266232269e-06
17,80,9.736968245646476e-05,0.00013667091236921144,0.00011518955882375474,7.644737983881665e-06
18,80,9.710113401225818e-05,0.00013112491532838057,0.00011492648751640149,7.717953573237603e-06
19,80,9.528270028627566e-05,0.00013622678073275,0.00011525266347999915,8.008768653123442e-06
20,80,0.00010187713717066743,0.00013153205839124495,0.00011401623290431561,6.638510304819453e-06
21,80,9.995620263645085e-05,0.0001396269957131591,0.00011435957477152587,6.632890435081169e-06
22,80,0.00010362563460049071,0.00013975983309864006,0.00011385137313081348,7.696303264550562e-06
